essay_id,full_text,score,cluster,cluster_confidence,underrated_pct,overrated_pct,total_error
8527f2f,"so you want to take all the cars out of the city ok cool. this will save the pepol like 1,000,000 dolers a year and will reduce polution and stuf i dont know. i gess its a good idea but on the other hand nah i mean lookif pepal want to ruin the world with gas thats there choce man. but i just relised that the thing seid to agrewith the pasige or whatever so yah. ummmmmmm i dont know the eirth is cool so why distroit with gasis or something. look to be honist i can give to hoots about  this stuf or whatever but like i said the thing wants me to give two hoots so yah.

next paragraph wow so i gess if we dont have cars then like whell have more munny or something i dont know. uggggg this is so boring. teinkal twinkal littal star how i wonder what you are up above the world so high like a dimind in the sky twinkal twinkal littel star how i wonder what you are. thats me sining i sing soooooo good i should go on amarican idal or some thing. you know my friend wants to go on the voice but dude let me tell you something dat girl can not sing likr o my gosh that girl sonds like a cat diying. but its cool(its not).you know i was going to get back on subject but now i dont care. so i think im going to go to the elington mall with my mom on saterday but i dont know. you see i want to but i also want to hang out with my friends. we have this park neer where i live caled adventer park and you see i want to go have a adventer with my friend there but i know they probly wont want to because there lazzy and boring but its cool. you see i want to go to the mall with my mom because theres this bordgame shop there that may selll d&d(thats dungis and dragins)and i realy want to play that but its like if i go to the mall with my mom then where going to end up being there all day and i dont want that. because if im there all day shes going to make me get shoes and stuff and i hate geting shoes.

look another parighraph wow any way lets say i do go and get d&d then i dont know what i want to be maby ill be a dworf or i might be a wizzerd. elfs are cool byut there realy mean. ill most likely be a humin. but the problom with being a humin is that you dont get the intint skill hight like you do with being some thing else like maby if i waas a drowf i would get to be realy goo at a axe or if i was a elf i whould be realy good with a bow or if i was a wizzerd i whould be realy good with magic. and the thing is i want to be good with magic but there not as good with sowrds and stuff which sucks. plus they are usly looked down when in a town because they usly caus drama. the thing is a elf whould be good too but it maters are we takin lotr elf or like sant patricks day elf because lotr elf whold be good at magic but whould also be good at sowrds and arows and stuff like that. but like a lepricon/elf thing whold be good at magic ive seen them opin portals to other dimentchins and fly. but the thing is you gamne pointsin a serton area by  working on them like maby i work on my magic whall fiting a drgon then i get + 2 magic ponts. yah any way now im bord about talking about that sooooo....you tink that you guys are going to read this laff then give it out to techers as a dont wright something as bad as this tipe of thing because that whould be funny. like one day im sitting in class and all of a sudi i netre this i whold laff so hard oh man i whould just laff and laff. hahahah yaaaaaa.... sooo hows life minezs good im reeeeaaalllly tierd lik goodnis me i may fall aslep right now just thinkin about it. any way im going t0 finish up here so i can take a nap soo bye love you.* mic drop             ",1,0,0.4586705863475799,0.0,0.0,0.0
ae5bbc2,"The advantages of limiting car usage is very important, to us and everyone. that is why we must learn to take care of our car and stuff. Our car help's us get around and go to different places. Like , the mall, walmart, resturant, shoe place, and tones of other places. Scientist and researcher's use their basic knowledge to discover the limiting car usage and sometimes predict. But american's love for car's have been cooling . so far , so good automobiles have been an important travel for us now and back then for the people. Dufferent things are converging, which that we suggest are witnessing a long term -term cultural shift. With changes, people find less reason to resume the habit. many studies have been tested now and last year.

It has been that young people, decresed down than back then. Automobiles are like surbubs. there where middle families from every where tend to make their home. 12 percent of greenhouse gas emission's. In the US, the environmental protection agency (EPA) goes around various countries and check the enviroment for our car's. that's why you have to be very careful and be also caution. Cars has been banned to, for buses.

The goal is to promote transportation and reduce smog. violator's faced $25.00 fins and it wasn't pretty either. day's without cars is just days without nothing. this world we live is full of many things to learn and new evidence that has to be proven.

So, you should always thank technology and the impact it has on. for you, and for everyone else. Different things are coming and different pact is forming. all the development since world war II has been centered on the car. that will have to change then and now . so here's all you need to know about limiting car usage.    ",1,0,0.8137586712837219,0.0,0.0,0.0
7b084d9,"in source one they talk about banning driving in germany and how does it affect them but in the U.S.A if u took that baway we would probaly freak out unlike a small town in germany completly has no cars in there small town. In Levitton and Scarsdale new york some cars rare overpopulating us and causing emission smoke throughout the air and litereally choking us with fumes. The United States Of America is starting to reduce car control in some citys it is said that 80% of appropriations have by law gone to highways and only 20% to other transport.

In source two it talks about paris france and its trouble with cars stsrting with the pollution or smog it has gotten so bad that the french party made a rule that people with even number plates can drive on monday,wendsday,friday and sunday while people with the odd plates drive on tuesday'thursday, and saturday. Even though china is the most polluted place paris is more polluted than any other european capital. It says in source two that paris had 147micrograms of smog per cubic meter last week wich is a lot of pollutoin to get rid of.

in source three we talk about bogota wich is the site of a program that began in mid 1990s it has also seen the construction of 118 bike miles,the most by any latin america city. I am talking about car free day wich is celebrated to promote a pollution free world in bogota there are no cars only taxis and buses. If u ride a car on this day you will have to pay a $25 fine the turn out is always large despite the rain. ""The rain hasnt stopped us before"" says Bogota mayor Antanas Mockus.

in source four we talk about the decrease of car usage in the U.S.A in 2005 is when the we peaked in driving but from there we dropped by 9% to 2013 this was equal to the country in 1995. if this keeps up it can have a negative impact on car companys because the eill be loosin money but a positive impact on the enviorment becasue car emission is the second most cause of poolution,no cars no poluttion. In the ages between 16-39 has dropped in obtaing a license while older people are more likly to get ther license. A study shows that driving by young people decreased by 23% between the year 2001 and 2009    ",2,0,0.7663289308547974,0.0,0.0,0.0
f4563ff,"Advantages of Limiting Car Usage

Imagine walking out into a world of smoke, dust, and fog; finding oranisms exstinct or hiding. This is a glimspe of our future. If we do not conrol car usage in our days today this is what it will come to. Limiting car usage has a plethora of advantages.

In Vauban, Germany, past car owners have given up their veihicles for a better life. ""'When I had a car I was always tense. I'm much happier this way,' sad Heidrun Walter, a media trainer and mother of two, as she walked verdant streets where the swish of bicycles and the clatter of wandering children drown out the occasional distant motor.""(

""In German Suburb, Life Goes On Without Cars""

by Elizabeth Rosenthal Paragraph 3 Lines 20 through 25). Many people have given up their cars and homes to move to this upscale communtity. It is an example of a trend to separate suburban life and auto use.

There are efforts going on right now to reduce greenhouse gas emissions in Europe. Twelve percent of those emissions are from passenger cars and up to fifty percent in car-intensive areas in the United States.

According to the article

""Paris Bans Driving Due to Smog""

, Paris, France has enforced a partial driving ban to clear the air of the global city after days of a near-record pollution. People who were motorists or drove licensed cars were ordered to not drive or they were to pay a fine of $31(22-euro fine). This did not stop most of the people however, because four thousand drivers were find, and 27 of them had their cars impounded for how they reacted upon this.

Paris typically has more smog. Having limited car usage enabled the congestion(car traffic) to go down 60 percent in Paris. Even though after this enforcement of the driving ban made delivery companies coplain of lost revenue, there were agreements for hybrids and cars carrying three or more passangers.

Imagine walking outside to the fresh air while feeling a rose petal on a near-by bush and watching a squirell and blue jay up in the trees. The neighbors are getting on their bike to the lake across town. All is happy and clean. This was due to limiting car usage in not just Paris and Vauban, but everywhere.                    ",2,0,0.8973255157470703,0.0,14.285714285714285,14.285714285714285
aaecbd6,"Have you ever thought about what life would be like without cars? I bet you're thinking about all the cons but see no pros. Did you know that ""Passenger cars are responsible for 12 percent of greenhouse gas emissions in Europe . . . and up to 50 percent in some car-intensive areas in the United States""? Imagine how low those percentages would be if we stoped using cars. For the past years there has been efforts to try and make citites denser and better for walking. This would not only be good for our environment and ecosystem but also for ourselves. We could use the fresh air and excercise.

""In the United States, the Environmental Protection Agency is promoting ""Car reduced"" communities, and legislators are starting to act, if cautiously. Many experts expect public tranport serving suburbs to play a much larger role in a new six-year federal transportation bill to be approved this year."" ""In pervious bills, 80 percent of appropriations have by law gone to highways and only 20 percent to other transport."" In Paris, after an intense near-record of polution, they enforced a partial driving ban to try and clear the air of bad gasses. After a few days of doing so, they noticed that car traffic had lowered 60 percent after several days of intensifying smog. In BOGOTA, Colombia, they they created a program that's set to spread to other countries in hope for them to do the same and had a car-free day. Millions of Colombians participated and did everything possible to avoid traffic jams and leave the street empty. Their goal was to promote alternative transportation and reduce smog. ""It's a good apportunity to take away stress and lower air pollution."" All of these are many great advantages that are caused by limiting car usage.            ",2,0,0.8285274505615234,0.0,42.857142857142854,42.857142857142854
5760f67,"Fellow citizens all over the world. Cars are not nessisary. There are a bunch of great reasons why limiting car usage has its advantages. A couple of reasond are that it's good for the environment, you will save a bunch of money, more exersize and less acidents.

If citizens limited their car usage, it would be a whole lot better for the environment. Driving everywhere in your car wastes gas and that goes into the air that we breathe. It is not good what cars are doing to the air. They are poluting our air, trees cannot convert it to oxygen. We are stuck with the gas that come from the cars in the air.

You will save a great amount of money by not spending it on gas to drive everywhere. Gas is not cheap and wont last forever. Its about $3.00 a gallon sometimes even more than that. If you save your money and not spend it on gas and just walk, you can save it and spend it on something useful.

When you think about limiting your car usage, you  can think about getting more exersize. imangine a nice day and you walk  down a strees to go to the store to pick up something small; you can smell the beautiful flowers. Fell the breeze that hits you just right and the sun shinning down on you just the way you like it. You would not be able to experince any of that if you were in your car driving to the store. The best part of car limiting is that there would be less acidents on the road. A great amount of people get injured or killed because of cars. If we did limited our cars usage, people would not die or get injured from cars.

Limited car usage for our fellow citizens has its great advanteages. A hand full of reasons why we should, but if we compare the facts of a car free place. It would be a nicer, safer, and a better place to live.    ",2,0,0.8376859426498413,100.0,0.0,100.0
1b07598,"Polution, the same thing that people have been concerning over and over, not because we can't change it, however because we can. In Germany there's an expirimental town where seventy percent of people do not use an automobile for transportation, also in Paris, France in order to reduce smog and polution. And even in Bogota, Colombia they are holding days in which millions of people go without thier cars.

The first thing about limiting car usage that typically comes up is, how would we get around? By the same means that a normal person without a car would, In fact German researchers actually attempted a study in which they created a small city that is only one square mile that houses more than five thousand people. by walking, riding a bike or skating +70% of Vauban's population go to work and school every single day without using a car. In fact, 57% of families living in Vauban say that they sold thier cars to move into into the city (Elizabeth Rosenthal).

In Paris, durring 2014 Paris repetitively reached almost record breaking levels of polution and smog. As a result of all of that smog, the city of Paris regulated the use of automobiles, this action came as a surprise to the nearly four thousand people that were fined $32 and twenty-seven people's cars were impounded due to how they reacted to the tickets. And as a result of this regulation, typically paris would have about 147 micrograms of PM (particulate matter) per cubic meter average per week, and because they regulated driving the smog levels nearly halved in Paris.

Moving to Colombia, the country of coffee and spices. In the city of Bogota the mayor holds ""car free days"" to reduce smog and the peoples dependance on thier cars. And in order to do so they premote the use of public and alternative transportation and actually fine all of the people that didn't comply a fee of twenty-five dollars. And even thought the fine was a mere $25 the peole responded positively and to this day people in the capital city of more than 7 million people continue to walk, bike and find new ways to get to work and school.

So all in all the tought of cutting back on using cars seems like a good idea that could not only fix the worlds dependance on oil and fossil fuels but also help people get back into shape.    ",3,0,0.8848686218261719,0.0,0.0,0.0
499bad0,"Limitation to car usage has had great benefits. People will have better safety, and people are happier and less tense without the usage of a car. Life with no cars are spreading to places such as, Germany, and Bogota. People will tell you how great their lifes have been without the usage of a car.

""When I had a car I was always tense. I'm much happier this way."" Said Heidrun Walter mother of 2, who lives in the Vauban's community. The Vauban community in 2006, is an example of a growing trend in Europe. Bogota, Colombia have limited their car usage as well. Millions of Colombians hiked, biked, skated, or took buses to work during a car free-day they have in Bogota. ""It's a good opportunity to take away stress and lower air pollution,"" said businessman Carlos Arturo Plaza as he rode his bike to work. They've even had people come to watch the event. Like the mayor of Paraguay who said, ""These people are generating a revolutionary change, and this is crossing borders.""

""Different things are converging which suggest that we are witnessing a long-term cultural shif,"" said Mimi Sheller, a sociology professor at Dexel University. Now a days people don't need to drive somewhere to go meet people. They just use the internet, and the use of cell phones have increased in communicating with people. With these changes, people who have stopped car commuting in the United States, may find less reason to resume the habit. But in places such as New York, with new bike-sharing program and its skyrocketing bridge and tunnel tools reflect these new priorities. ""Pedestrian, bicyle, private cars, commercial and public transportation traffic are woven into a connected network to save time, conserve resources, lower emmissions and improve safety.""

In conclusion, life with no cars would be beneficial. You'll be provided with better safety, and wont be as tense and alot happier than you were before. You'll be able to see what life is really all about. A better life.    ",3,0,0.7250398993492126,0.0,0.0,0.0
2dee5f4,"Since WW2 America's advancement has been revolved around the car. This has gone well but as todays population is on the rise so is traffic. In small towns across Europe people are switching to a fast growing trend- car free cities. Car-free cities are gaining popularity because it works so well. There is more advantages than you may think.

A small town in colomia has started a movement that is growing quick. Similar to the people in Europe they are supporting less car use. They do a car-free day where the goal is to reduce smog and air polution. On car-free day anyone who uses a car will be fined 25 dollars. Since the mid-1990s the town of Bogota has made 118 miles of bicycle paths.

In Paris, France smog is causing problems. Source 2- On Monday motorists with even-numbered license plates were ordered to leave their cars at home or suffer a 22-euro fine. Odd numbered license plates were picked the following day. The more we drive our cars, the more toxins we put into the air. After a week of less cars the smog reduced significantly. Limiting car-usage can be very rewarding.

The idea of car reduced communities is also taking thought in the Environmental Protection Agency in the U.S. They have realized how much better driving with less cars really is. Source 4- At the Mobile World Congress last year in Barcelona, Spain, Bill Ford executive chairmen of the Ford Motor Company, laid out a business plan for a world in which personal vehicle ownership is impractical or undesireable. All across the globe communties can benefit from less car use.            ",3,0,0.8529956936836243,0.0,0.0,0.0
8d94b1a,"limiting car usage can have many benifeits, not only to limiting emmissions of greenhouse gases but also increasing health. Putting a ban on cars on america might not effect us in a way that would be extremely inconveinient either,since the people of today have decreased driving. Also, it would help tremendously with helping the earth and decreasing greenhouse gases and pollution.

Cars have always been one of the top causes of greenhouse gases next to power plants in america. In fact, 50% of greenhouse gases generated in america are caused by passenger cars. Other places such as Bogata, Paris and Germany have limited car usage or banned cars all together to help decrease smog and pollution to better their nations. It would be of benefeit to America to do the same, maybe not ban cars all together because that would put many big car companies out of buisness but perhaps for a day America could walk or bike or ride the bus to work to better our future.

With the younger generation comes change as well. The developement of the unerground and busing systems have made it all together more conveinient to not take a car. Most young people center their activities and jobs around places they can walk or bike to easily. Recently even Bill Ford the chairman for the Ford Motor Company said ""personal vehicle ownership is impractical or undesirable"". He want to partner with telecommunications to provide systems where biking and public transportation decrease emissions and increase safety.

The younger generation of adults have decreased their driving in america. In fact, it has decreased by 23% between 2001 and 2009 and baised on that statistic its OK to assume that its just going to go down. So, in reality a day without cars in America wont inconveinience us that greatly anyways. Limiting car usage is benifeicial and an important step to keeping our earth clean. we only get one earth and biking to school or work every now and again is a sacrifice we should be willing to take to keep it for our future generations.                     ",3,0,0.7816802263259888,0.0,0.0,0.0
